Author,Text,User Location,Country_Code,Tweet Country,created_at,Emotion
Azizolurhemmy," _oye: All this online vendors should be calming down with their prices. Ewo ni nose mask 15k, how much con be COVID-19 vaccine?","own my own,minding my business",CAN,None,2021-03-23 11:15:34,2
fearthegobbler," : Public health officials, like Dr. Fauci, and the mainstream media have exacerbated the COVID-19 epidemic. Their fear-mo…",HokieNation,None,None,2021-03-23 11:15:35,2
metalhip_ncl, : JUST PUBLISHED!: Study finds patients in a state ‘worse than death’ while waiting for a hip or knee arthroplasty has nearly…,Newcastle upon Tyne,None,None,2021-03-23 11:15:35,2
GaneshP15670409," : Mexico President Andres Manuel Lopez Obrador has expressed his gratitude towards the Indian government for providing 8,70,…","Maharashtra, India",None,None,2021-03-23 11:15:35,0
sniffydogs,At least three fully vaccinated Hawaiians caught COVID-19  via ,Near Lake Michigan,None,None,2021-03-23 11:15:35,2
dinonadx,Thank you one and all.  Please remember these faces when you hear the politicians rewriting history.… ,Belfast / Glenavy,None,None,2021-03-23 11:15:36,0
HerosMoraes," : Vietnam is developing 4 COVID-19 vaccines, and the first one could be available in Sep 2021. But more importantly, COVID-1…","Florianópolis, Brasil",None,None,2021-03-23 11:15:36,4
SudburyFdn," : Removing Myths Around COVID-19 Vaccine--Join Zoom Community Session for COVID-19 Educational Presentation! 

Mon. March…","Sudbury, MA",None,None,2021-03-23 11:15:36,2
cmglen1," : There will be a minute's silence at noon to remember those who have died of COVID-19

One in six Britons (17%) have lost a frie…",Dunblane,IND,None,2021-03-23 11:15:36,1
SallyRMelb," : Today marks one year since Belly Mujinga was spat at whilst working as a ticket collector.

She died from COVID-19 jus…",Melbourne,None,None,2021-03-23 11:15:37,1
mtongkoecklin,"Apparently, Covid-19 is mostly perceived as a temporary shock, whereas the higher trading costs as a result of Brex… ","London, England",None,None,2021-03-23 11:15:37,3
ZyiteGadgets,"Nigeria: Covid-19 - Lagos Vaccinates Nearly 50,000 Persons  ",http://www.zyite.com/,None,None,2021-03-23 11:15:37,2
EleonorRTeopy," : I'm not upset that you lied to me, I'm upset that from now on I can't believe you.

Friedrich Nietzsche",Philippines,None,None,2021-03-23 11:15:38,1
hildahrabut, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Nairobi, Kenya",None,None,2021-03-23 11:15:38,2
Caryk," _latest: As we reach the anniversary of the first GBR national lockdown, we remember the doctors who have died of covid-19

""Each nam…","Cambs, European Union 🇬🇧🇪🇺",AUS,None,2021-03-23 11:15:38,1
Teachcraig, : Startling new revelations are now surfacing on how former President Trump’s dislike of Gov. Jay Inslee prompted the then-pres…,,GBR,None,2021-03-23 11:15:38,2
lmnysf," Donald Trump, Melania Trump secretly received COVID-19 vaccine in January  via ",,None,None,2021-03-23 11:15:38,2
angelweddiy," : We adore Dr Sam, very reassuring to hear him talk about the #vaccine &amp; #Queer communities.  Clear, concise, #factual &amp; optimi…",,None,None,2021-03-23 11:15:38,2
RsDarlene," : Rapid COVID-19 vaccine roll-out backfires in some U.S. states, study finds 
   #coronavirus http…","Kapolei, HI",None,None,2021-03-23 11:15:39,2
Data4SDGs," : Are you working on COVID-19 vaccine prioritisation in LMICs? If so, you’ll want to register for our event co-hosted by…",Global,None,None,2021-03-23 11:15:39,4
jmhaigh," : Pennsylvania COVID-19 Early Warning Monitoring Dashboard Update for March 12-18: Case Increases at 14,182; Percent Pos…","emmaus, pa",None,None,2021-03-23 11:15:39,2
LCuzan," : Hey, nice to see regulators questioning science by press release from a #Covid vaccine maker.

Too bad they didn’t before.",,None,None,2021-03-23 11:15:39,2
June4th, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors. …,"Burnley, Lancashire",None,None,2021-03-23 11:15:39,0
sandwellcouncil," : This Friday (26 March)! 

FREE interactive, informative  Covid-19 webinar for #Sandwell businesses. 

Ex…","Sandwell, West Midlands",None,None,2021-03-23 11:15:39,2
NAPOFAST4R," : The vaccine is 94% effective and mil""", dis-ease 2:55,None,None,2021-03-23 11:15:39,0
gulag2020," : U.S. officials said AstraZeneca might have included outdated information from its Covid-19 vaccine trial, providing an “incomp…",,None,None,2021-03-23 11:15:40,3
SercoGroup, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 11:15:40,2
richard09771155," : Find Aruba COVID-19 Testing Locations and Lab Facilities - CDC requirements for US travelers. 
 htt…",Bangor Maine ,None,None,2021-03-23 11:15:40,2
bright_oparaji," : ""One recent review found that 47 percent of people with Covid-19 had smell and taste changes; of those, about half repor…",Liverpool ,None,None,2021-03-23 11:15:40,2
IreneJ13403016,Younger people report more side effects than seniors from COVID-19 vaccines - KITV Honolulu ,"Freeport, Michigan",None,None,2021-03-23 11:15:40,2
Jooniestan07,"Highly unusual statement from NIAID late last night- expert panel that monitors trial safety was ""concerned"" that i… ",she/her,None,None,2021-03-23 11:15:40,2
hokiehayes," : Do not trust the fake news about the COVID-19 vaccine.

At present, all those aged above 60 and those between 45 -59 with…","Salem, VA",None,None,2021-03-23 11:15:40,2
m_mlentz,"Despite imposing a month-long lockdown on Paris and parts of northern France, it appears the tally of new #COVID19… ",,None,None,2021-03-23 11:15:41,2
cardcounterswin," : Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…",,None,None,2021-03-23 11:15:41,0
drcatherinesb,"Want another reason why you should get vaccinated?!

This! ","England, United Kingdom",None,None,2021-03-23 11:15:41,3
chandunair,seasonal depression&gt,Chennai,None,None,2021-03-23 11:15:41,2
Nkemnacho,COVID-19 Numbers: Iceland reported 1 new domestic case yesterday (in quarantine) and 1 at the border (with antibodi… ,*NG*,None,None,2021-03-23 11:15:41,2
IlliniFNP," : As of today, Bangladesh ranks 13th in the world for the number of people who received at least one dose of COVID-19 vacc…",Midwest,None,None,2021-03-23 11:15:41,2
amicus_arcane,"I spoke with News Qwerty about the impact COVID-19 has had on all of us. If you need tips to overcome the pandemic,… ",The Haunted Mansion 🏚 👻 ,None,None,2021-03-23 11:15:42,2
NIGGOD, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,&gt,GBR,,xxxxx,2
Iceland_Review, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Reykjavík, Iceland",None,None,2021-03-23 11:15:42,2
SherwinAzuela," : After April 1, anyone who is over 45 years will get Covid-19 vaccination. This is a welcome step! However, at the current…",,None,None,2021-03-23 11:15:43,0
Kellyhyman1,"In response to the covid-19 vaccine resistance, we of the big ass club you are not part of, are past the testing ph… ",United States,None,None,2021-03-23 11:15:43,2
kavitahooda13, : Alberta's health minister repeatedly blames the federal government for the COVID-19 situation the province finds itself in.…,,None,None,2021-03-23 11:15:44,3
MizGirl100880," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Wishing I was in Ireland ,None,None,2021-03-23 11:15:44,3
kGBRk44,There’s been another slight increase in new COVID-19 cases in East Sussex: 100 in the latest available 7-day period… ,Hong Kong,None,None,2021-03-23 11:15:44,2
AbstractionPhys," : There may soon be four options for COVID-19 vaccines in the U.S.: Pfizer, Moderna, Johnson &amp; Johnson and AstraZeneca.…",,None,None,2021-03-23 11:15:45,2
dwain_campbell, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Winnipeg, Manitoba",USA,None,2021-03-23 11:15:45,2
cassidythelam, _Review: COVID-19 Numbers: Iceland reported 1 new domestic case yesterday (in quarantine) and 1 at the border (with antibodies).…,,None,None,2021-03-23 11:15:45,2
EastSussexCC, : The  COVID-19 data explorer is an excellent resource if you would like to know what's going on further a…,East Sussex,None,None,2021-03-23 11:15:45,2
luscsmoothie, : The worst thing about Miami Beach and the rest of Florida being wide open for spring break is that the people who are part…,Your Mind #LushThoughts,None,None,2021-03-23 11:15:48,2
maniclopez,So sad. Guys don't get tired of following the covid-19 preventive measures,cabin 7. 20. #blm ♎︎,None,None,2021-03-23 11:15:48,1
icelandcool," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…","Brighton & Hove, GBR",None,None,2021-03-23 11:15:49,2
Stewie_Pearce," : 3 Hawaii residents fully vaccinated against COVID-19 are infecte - Honolulu, Hawaii news, sports &amp;amp; weather - KITV Channel…","Newcastle Upon Tyne, England",None,None,2021-03-23 11:15:50,2
MzizScott, : Around midnight last night the NIH put out a statement saying it was concerned AstraZeneca released “outdated information…,,None,None,2021-03-23 11:15:50,2
MonroseMu, : Krispy Kreme is launching a sweet new campaign to help support COVID-19 vaccination efforts.  …, ,None,None,2021-03-23 11:15:51,2
Chandan47222089," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…","Manglaur, India",None,None,2021-03-23 11:15:51,3
Wathasuratenchn, : Tennesseans aged 55 and older and those in Phase 2 of the state’s COVID-19 Vaccination Plan are now eligible for COVID-…,,None,None,2021-03-23 11:15:51,2
ChelseaCirruzzo," : There’s been another slight increase in new COVID-19 cases in East Sussex: 100 in the latest available 7-day period. 

Co…","Washington, DC",GBR,None,2021-03-23 11:15:51,2
RadioEspionage," : COVID-19 Vaccines 
(Saturday / 20-03-21)

‣ First dose: 492,106 (+4,640)
‣ Second dose: 183,840 (+2,777)
‣ Total: 675,…","Los Angeles, CA ",None,None,2021-03-23 11:15:51,2
Happytohelp84," : Supporting a day of reflection,  in light of how COVID-19 has changed the world. .   
             #healdgreen #wilmsl…","England, United Kingdom",None,None,2021-03-23 11:15:52,2
tax2290, : Mercedes-Benz Stadium has thousands of open appointments for those waiting to get their COVID-19 vaccinations.​  …,"Brentwood, TN",IND,None,2021-03-23 11:15:52,2
CoolSussex, : #AstraZenecaWATCH - A U.S. health agency has issued a statement that AstraZeneca may have included outdated information i…,"Brighton & Hove, GBR",None,None,2021-03-23 11:15:52,2
DamienMcC_dli,FabRedClaire,Mayo man in Donegal,GBR,None,2021-03-23 11:15:53,2
DidsRT," : Regeneron said its antibody drug reduced the risk of Covid-19 hospitalization or death by about 70% in a large clinical trial, the…",Didsbury,USA,None,2021-03-23 11:15:53,2
Ann86047872," :  At 8 a.m. today, anyone 50 or older will be able to register for a COVID-19 vaccine through the state website or hotline and th…","Georgia, USA",GBR,None,2021-03-23 11:15:53,2
Andrewpitkin2," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Australia🇦🇺✝️,None,None,2021-03-23 11:15:54,3
SkJHlover, _Review: COVID-19 Numbers: Iceland reported 1 new domestic case yesterday (in quarantine) and 1 at the border (with antibodies).…,Detroit Mi,None,None,2021-03-23 11:15:54,2
InformationalKg," : Private sector, thank you!",,None,None,2021-03-23 11:15:55,0
Linda77666959,Questions this morning surrounding the legitimacy of the #AstraZeneca vaccine.,,None,None,2021-03-23 11:15:55,2
badtrip4ever," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",sa puso mo,USA,None,2021-03-23 11:15:55,3
FabRedClaire, : Essential TB services should be sustained during the COVID-19 pandemic to ensure that gains made in the fight against TB are no…, Covid-19 is the symptoma… https://t.co/2MweFPctNG,AUS,None,None,2
Kathlab2," _30_: Pakistan PM   tests COVID-19 positive two days after getting Chinese vaccine.
Pakistani people who don't took chine…",,None,None,2021-03-23 11:15:57,2
collin_gehl, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,"Buffalo, NY",None,None,2021-03-23 11:15:57,0
LeslieG0410,"Eelco Dijkstra, Managing Partner at Europhia Consulting looks at global COVID-19 vaccine distribution 

",,None,None,2021-03-23 11:15:58,2
shopiceland, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,"Brighton & Hove, GBR",None,None,2021-03-23 11:15:58,2
ddn9747," _latest: As we reach the anniversary of the first GBR national lockdown, we remember the doctors who have died of covid-19

""Each nam…",,None,None,2021-03-23 11:15:59,1
BeauBowmanKCCI, : Fact check: COVID-19 vaccines won't alter recipient DNA,"Des Moines, IA",None,None,2021-03-23 11:15:59,2
RasaanAkbar," : Ashok Gehlot to Centre, Remove age restriction for Covid-19 vaccination.

Read More:  …",92.96 mill mi away,USA,None,2021-03-23 11:15:59,2
GavinAReid," : Ooooh, so people are outraged in the comments but when Elsa complained about poor service it was ""be patriotic""","Genève, Suisse",None,None,2021-03-23 11:15:59,3
lmaomrutyu,HR 356: Honoring the staff members of Mission Regional Medical Center for their efforts during the COVID-19 pandemi… ,Galatfehmi,None,None,2021-03-23 11:15:59,1
jordgibby, : L.A. COVID-19 vaccine supply crunch makes getting a first shot a continued challenge ,"Manchester, England",None,None,2021-03-23 11:16:00,2
Logistics__ME," : BBC | Germany imposes Covid-19 lockdown. Chancellor Angela Merkel says country was now in a ""very serious"" situation, with “c…","Dubai, United Arab Emirates",None,None,2021-03-23 11:16:00,2
NaazKiNaazians," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Bangladesh,None,None,2021-03-23 11:16:00,3
